"gene_id","symbol","global","adjP","call"
"ENSG00000000003","TSPAN6",1.36332528079196e-38,2.02210108853215e-37,"Hit"
"ENSG00000000457","SCYL3",3.69490335173908e-17,2.01563609715178e-16,"Hit"
"ENSG00000000460","C1orf112",7.85689148786739e-17,4.2219877193038e-16,"Hit"
"ENSG00000000971","CFH",1.17224846300425e-16,6.26251016977402e-16,"Hit"
"ENSG00000001084","GCLC",1.87006946158984e-84,4.17921237491767e-82,"Hit"
"ENSG00000001167","NFYA",0.00165604199868634,0.00480584689142999,"Hit"
"ENSG00000001461","NIPAL3",4.38758023134073e-53,1.39240225145913e-51,"Hit"
"ENSG00000001497","LAS1L",3.07544855478778e-12,1.37275056841266e-11,"Hit"
"ENSG00000001561","ENPP4",2.06016101811798e-06,7.02949988655754e-06,"Hit"
"ENSG00000001617","SEMA3F",2.25387341528123e-10,9.27712577093157e-10,"Hit"
"ENSG00000001626","CFTR",1.03654444787414e-07,3.7684023303848e-07,"Hit"
"ENSG00000001629","ANKIB1",4.72990368674643e-54,1.59831078329523e-52,"Hit"
"ENSG00000001630","CYP51A1",3.84403844350849e-80,6.4294565010481e-78,"Hit"
"ENSG00000002549","LAP3",9.44575895520518e-56,3.53305926377956e-54,"Hit"
"ENSG00000002745","WNT16",6.10464224629553e-07,2.13726771850952e-06,"Hit"
"ENSG00000002822","MAD1L1",1.35367768312522e-17,7.52974363209203e-17,"Hit"
"ENSG00000002834","LASP1",7.34215997618836e-13,3.36650693804747e-12,"Hit"
"ENSG00000002919","SNX11",1.05251480043226e-05,3.46075403099598e-05,"Hit"
"ENSG00000003096","KLHL13",5.57463667527744e-24,4.10670049147724e-23,"Hit"
"ENSG00000003147","ICA1",1.17981426266205e-24,8.96712789403672e-24,"Hit"
"ENSG00000003249","DBNDD1",1.64220482363065e-06,5.62721235403085e-06,"Hit"
"ENSG00000003393","ALS2",1.02922159843627e-35,1.31845468154211e-34,"Hit"
"ENSG00000003402","CFLAR",5.11655495879851e-11,2.1694780384931e-10,"Hit"
"ENSG00000003436","TFPI",5.98948791977336e-05,0.000189986213905597,"Hit"
"ENSG00000003509","NDUFAF7",8.81376166368711e-41,1.45766901544835e-39,"Hit"
"ENSG00000003989","SLC7A2",3.37060145004143e-33,3.79982089709207e-32,"Hit"
"ENSG00000004139","SARM1",4.42031634056019e-09,1.71837293905654e-08,"Hit"
"ENSG00000004399","PLXND1",2.29275904142813e-31,2.36331914526123e-30,"Hit"
"ENSG00000004487","KDM1A",1.22296142936167e-56,4.81828685221396e-55,"Hit"
"ENSG00000004534","RBM6",0.000523901256571251,0.00156952011008853,"Hit"
"ENSG00000004660","CAMKK1",5.81797650330746e-06,1.94132079208229e-05,"Hit"
"ENSG00000004700","RECQL",2.21245954300727e-53,7.22827384357929e-52,"Hit"
"ENSG00000004766","VPS50",1.66848483498948e-57,6.97668014177832e-56,"Hit"
"ENSG00000004777","ARHGAP33",0.000544661842203017,0.0016296958856376,"Hit"
"ENSG00000004864","SLC25A13",2.29653393998759e-33,2.61223368691318e-32,"Hit"
"ENSG00000004866","ST7",5.98501098983565e-11,2.52643463910618e-10,"Hit"
"ENSG00000004897","CDC27",3.84026737654111e-66,2.66652925879202e-64,"Hit"
"ENSG00000004939","SLC4A1",0.000505862822893762,0.00151633407484634,"Hit"
"ENSG00000004961","HCCS",7.69838221274675e-05,0.000242830953108513,"Hit"
"ENSG00000004975","DVL2",2.85814223302842e-11,1.22359038224658e-10,"Hit"
"ENSG00000005007","UPF1",1.49349823299916e-07,5.38258463319958e-07,"Hit"
"ENSG00000005020","SKAP2",3.12415720330631e-46,6.90638708767481e-45,"Hit"
"ENSG00000005022","SLC25A5",3.34269868356956e-07,1.18511836809557e-06,"Hit"
"ENSG00000005059","MCUB",6.79108252271673e-11,2.86079595452445e-10,"Hit"
"ENSG00000005073","HOXA11",6.56463857735521e-07,2.29408670599454e-06,"Hit"
"ENSG00000005100","DHX33",8.23549668990173e-39,1.23877148739393e-37,"Hit"
"ENSG00000005156","LIG3",4.71543405475441e-14,2.27136847042454e-13,"Hit"
"ENSG00000005175","RPAP3",2.75417670223198e-23,1.96946962138094e-22,"Hit"
"ENSG00000005187","ACSM3",8.86546735788773e-37,1.19376323501603e-35,"Hit"
"ENSG00000005194","CIAPIN1",4.21548493752808e-35,5.2239797963011e-34,"Hit"
"ENSG00000005238","FAM214B",3.43747795415814e-12,1.53049202599835e-11,"Hit"
"ENSG00000005249","PRKAR2B",1.44531382444861e-48,3.6056919181413e-47,"Hit"
"ENSG00000005302","MSL3",1.38341721245157e-08,5.25279802226399e-08,"Hit"
"ENSG00000005339","CREBBP",5.053480130467e-17,2.74046187988661e-16,"Hit"
"ENSG00000005436","GCFC2",0.00114452526716665,0.00335769497573414,"Hit"
"ENSG00000005448","WDR54",0.00040149590323149,0.00121113680246577,"Hit"
"ENSG00000005469","CROT",4.08361342948691e-05,0.000130575466567001,"Hit"
"ENSG00000005483","KMT2E",2.04580639837997e-44,4.10302981587608e-43,"Hit"
"ENSG00000005486","RHBDD2",9.0564305947185e-06,2.99188466131607e-05,"Hit"
"ENSG00000005513","SOX8",4.3858259275506e-32,4.684203000694e-31,"Hit"
"ENSG00000005700","IBTK",1.22567929408635e-84,2.78595855956686e-82,"Hit"
"ENSG00000005801","ZNF195",6.4529573253921e-45,1.3386111319148e-43,"Hit"
"ENSG00000005810","MYCBP2",1.97176635198049e-43,3.75893579674331e-42,"Hit"
"ENSG00000005884","ITGA3",1.12015627444999e-60,5.71774202739407e-59,"Hit"
"ENSG00000005889","ZFX",6.38549663413179e-34,7.45460480632576e-33,"Hit"
"ENSG00000005893","LAMP2",1.73986158457131e-28,1.57648650698771e-27,"Hit"
"ENSG00000006007","GDE1",3.97867972312097e-24,2.94896902331881e-23,"Hit"
"ENSG00000006016","CRLF1",2.56694881984205e-08,9.62705357705252e-08,"Hit"
"ENSG00000006118","TMEM132A",5.83674294918459e-28,5.17407806635384e-27,"Hit"
"ENSG00000006125","AP2B1",1.62850524895621e-49,4.25009505306588e-48,"Hit"
"ENSG00000006194","ZNF263",1.05225003384278e-27,9.18999586207388e-27,"Hit"
"ENSG00000006282","SPATA20",5.68728369608886e-10,2.29128348149958e-09,"Hit"
"ENSG00000006327","TNFRSF12A",0.00498575653378877,0.0139908419604916,"Hit"
"ENSG00000006432","MAP3K9",5.86140221263109e-05,0.000186034288629563,"Hit"
"ENSG00000006451","RALA",3.19495205741073e-18,1.82999256977775e-17,"Hit"
"ENSG00000006453","BAIAP2L1",1.92502356948046e-17,1.06366251416504e-16,"Hit"
"ENSG00000006459","KDM7A",1.96979683901835e-42,3.54430156541638e-41,"Hit"
"ENSG00000006468","ETV1",3.11190687393433e-30,3.04593490634558e-29,"Hit"
"ENSG00000006530","AGK",1.91934281308623e-09,7.5810192739069e-09,"Hit"
"ENSG00000006576","PHTF2",2.53591689940472e-19,1.52166457632602e-18,"Hit"
"ENSG00000006607","FARP2",2.19450631381019e-32,2.37335099265832e-31,"Hit"
"ENSG00000006625","GGCT",3.81276688263912e-15,1.91712464505398e-14,"Hit"
"ENSG00000006634","DBF4",4.29722117305047e-10,1.74128142428926e-09,"Hit"
"ENSG00000006652","IFRD1",1.68909555572756e-25,1.3372859614247e-24,"Hit"
"ENSG00000006695","COX10",3.20931801801001e-25,2.51173052886869e-24,"Hit"
"ENSG00000006704","GTF2IRD1",3.68734981319265e-33,4.14986800389527e-32,"Hit"
"ENSG00000006715","VPS41",4.15435709572999e-44,8.21419870660545e-43,"Hit"
"ENSG00000006744","ELAC2",1.22525613987137e-37,1.7176838051523e-36,"Hit"
"ENSG00000006756","ARSD",2.5699164474896e-21,1.68294405330063e-20,"Hit"
"ENSG00000006788","MYH13",4.01203425828742e-15,2.01503378781673e-14,"Hit"
"ENSG00000006831","ADIPOR2",6.88166614818272e-37,9.29934093215301e-36,"Hit"
"ENSG00000007047","MARK4",5.25785195766356e-09,2.0350358748669e-08,"Hit"
"ENSG00000007168","PAFAH1B1",2.89635833066585e-77,4.05398702345935e-75,"Hit"
"ENSG00000007202","KIAA0100",1.44641546351801e-85,3.49690662152709e-83,"Hit"
"ENSG00000007237","AC005747.1",4.61248010345696e-33,5.16046680148651e-32,"Hit"
"ENSG00000007350","TKTL1",0.00485431149168284,0.013634934496178,"Hit"
"ENSG00000007376","RPUSD1",2.72506462502829e-11,1.167746835933e-10,"Hit"
"ENSG00000007384","RHBDF1",0.000955172118472678,0.00281710627910196,"Hit"
"ENSG00000007402","CACNA2D2",2.57486204952433e-09,1.01175947613845e-08,"Hit"
"ENSG00000007541","PIGQ",1.09660777018823e-07,3.98186606231374e-07,"Hit"
"ENSG00000007545","CRAMP1",3.66017050599618e-19,2.18394827095496e-18,"Hit"
"ENSG00000007866","TEAD3",3.02218399059443e-05,9.73261819397776e-05,"Hit"
"ENSG00000007944","MYLIP",2.27526121402063e-09,8.95755688018722e-09,"Hit"
"ENSG00000007952","NOX1",0.00193455346888559,0.00558908364492595,"Hit"
"ENSG00000007968","E2F2",6.15706093364799e-14,2.95347904887148e-13,"Hit"
"ENSG00000008018","PSMB1",1.84205999801198e-19,1.11437087322863e-18,"Hit"
"ENSG00000008056","SYN1",0.0013192546904482,0.00385498947783534,"Hit"
"ENSG00000008083","JARID2",3.91754305699907e-44,7.76906338984588e-43,"Hit"
"ENSG00000008086","CDKL5",1.40073322464642e-13,6.6083199177305e-13,"Hit"
"ENSG00000008130","NADK",0.000119198937569754,0.000371713947670032,"Hit"
"ENSG00000008226","DLEC1",2.18848812790091e-29,2.05148583973905e-28,"Hit"
"ENSG00000008256","CYTH3",7.02243745524697e-33,7.75881602346647e-32,"Hit"
"ENSG00000008277","ADAM22",0.00833861635448234,0.0230229613092923,"Hit"
"ENSG00000008283","CYB561",1.51050280705015e-20,9.56891654375693e-20,"Hit"
"ENSG00000008294","SPAG9",1.71600557520644e-100,1.17013980171898e-97,"Hit"
"ENSG00000008311","AASS",4.45559174747927e-07,1.56922271132914e-06,"Hit"
"ENSG00000008405","CRY1",4.44891833694812e-10,1.80165272198566e-09,"Hit"
"ENSG00000008441","NFIX",5.20360504176751e-07,1.82782555119225e-06,"Hit"
"ENSG00000008513","ST3GAL1",1.63053479741326e-49,4.25121984337336e-48,"Hit"
"ENSG00000008710","PKD1",1.96831942387115e-15,1.00144416985708e-14,"Hit"
"ENSG00000008735","MAPK8IP2",1.73582363808685e-10,7.17923698775765e-10,"Hit"
"ENSG00000008838","MED24",0.000185893496391297,0.000573509471349207,"Hit"
"ENSG00000008853","RHOBTB2",2.46803277995304e-05,7.97895255896805e-05,"Hit"
"ENSG00000008869","HEATR5B",2.13958171708241e-28,1.9294688431363e-27,"Hit"
"ENSG00000008952","SEC62",3.0821623656023e-06,1.04262477657575e-05,"Hit"
"ENSG00000009307","CSDE1",3.23267185537874e-41,5.47577549821288e-40,"Hit"
"ENSG00000009335","UBE3C",6.57502932498732e-48,1.58671805688487e-46,"Hit"
"ENSG00000009413","REV3L",1.88218850060343e-15,9.58355753112152e-15,"Hit"
"ENSG00000009694","TENM1",6.98755770439654e-56,2.64710982322965e-54,"Hit"
"ENSG00000009790","TRAF3IP3",0.000629744054605407,0.00187856571936917,"Hit"
"ENSG00000009830","POMT2",1.93835206443132e-11,8.36691037193421e-11,"Hit"
"ENSG00000009844","VTA1",2.06137392010916e-45,4.389125542945e-44,"Hit"
"ENSG00000009950","MLXIPL",0.00013889053497283,0.000431300196995264,"Hit"
"ENSG00000009954","BAZ1B",1.04508448353845e-62,6.01579583446351e-61,"Hit"
"ENSG00000010017","RANBP9",1.07671609893252e-30,1.0760686935367e-29,"Hit"
"ENSG00000010072","SPRTN",1.48531086784958e-07,5.35380282184762e-07,"Hit"
"ENSG00000010165","EEF1AKNMT",7.08928659581025e-28,6.25315050510706e-27,"Hit"
"ENSG00000010244","ZNF207",9.95580346570476e-20,6.09916234432049e-19,"Hit"
"ENSG00000010256","UQCRC1",2.84304487046162e-18,1.63582724545773e-17,"Hit"
"ENSG00000010292","NCAPD2",5.61233975870661e-40,8.94275395704275e-39,"Hit"
"ENSG00000010318","PHF7",0.000226735253037336,0.000695879667544709,"Hit"
"ENSG00000010322","NISCH",3.71427660402072e-06,1.25240867259195e-05,"Hit"
"ENSG00000010327","STAB1",0.00348684185404055,0.009892156205073,"Hit"
"ENSG00000010361","FUZ",3.02255970457556e-13,1.40773997869496e-12,"Hit"
"ENSG00000010539","ZNF200",8.51352679883194e-21,5.45300413507073e-20,"Hit"
"ENSG00000010704","HFE",2.80311755448246e-07,9.95408041713265e-07,"Hit"
"ENSG00000010810","FYN",1.40286711843586e-84,3.16168204641384e-82,"Hit"
"ENSG00000010818","HIVEP2",1.50191357182711e-39,2.33578301340176e-38,"Hit"
"ENSG00000011028","MRC2",7.2118195835867e-79,1.11506470933666e-76,"Hit"
"ENSG00000011105","TSPAN9",2.57960841424428e-12,1.1541404133313e-11,"Hit"
"ENSG00000011143","MKS1",1.1292415355312e-07,4.09532925077279e-07,"Hit"
"ENSG00000011198","ABHD5",1.38042120449714e-31,1.43682667367503e-30,"Hit"
"ENSG00000011258","MBTD1",2.3087716401885e-17,1.27147386620777e-16,"Hit"
"ENSG00000011260","UTP18",4.46010986961702e-25,3.46717807286159e-24,"Hit"
"ENSG00000011275","RNF216",8.55197988195594e-25,6.54290428598206e-24,"Hit"
"ENSG00000011295","TTC19",2.2501446264454e-53,7.33337575927561e-52,"Hit"
"ENSG00000011304","PTBP1",2.94260593268438e-06,9.96633496864602e-06,"Hit"
"ENSG00000011347","SYT7",3.0123436417611e-13,1.4034734899964e-12,"Hit"
"ENSG00000011376","LARS2",1.36192342317338e-27,1.18478873130104e-26,"Hit"
"ENSG00000011405","PIK3C2A",3.42647073491224e-54,1.17578790611944e-52,"Hit"
"ENSG00000011422","PLAUR",8.35921652676784e-13,3.82295794175175e-12,"Hit"
"ENSG00000011426","ANLN",1.00826971675865e-40,1.65825138203337e-39,"Hit"
"ENSG00000011451","WIZ",9.52126407763213e-13,4.3469269850738e-12,"Hit"
"ENSG00000011454","RABGAP1",2.12784702091238e-35,2.67808630734235e-34,"Hit"
"ENSG00000011465","DCN",4.51917625280592e-47,1.04054522309195e-45,"Hit"
"ENSG00000011485","PPP5C",8.31079066717779e-57,3.31355105508752e-55,"Hit"
"ENSG00000011523","CEP68",5.12553767540682e-18,2.90327047795035e-17,"Hit"
"ENSG00000011566","MAP4K3",2.32887094896936e-52,7.12704188917044e-51,"Hit"
"ENSG00000012048","BRCA1",2.64455523543742e-38,3.85366037979303e-37,"Hit"
"ENSG00000012061","ERCC1",0.0156325506156124,0.0423136947655567,"Hit"
"ENSG00000012171","SEMA3B",1.15162273994639e-10,4.80035347118094e-10,"Hit"
"ENSG00000012174","MBTPS2",3.79769811129066e-07,1.34338898073509e-06,"Hit"
"ENSG00000012232","EXTL3",5.26006981386495e-31,5.33713455283955e-30,"Hit"
"ENSG00000012660","ELOVL5",2.066797129348e-10,8.51633140035337e-10,"Hit"
"ENSG00000012817","KDM5D",9.14601603097413e-22,6.09444125100792e-21,"Hit"
"ENSG00000012983","MAP4K5",3.30063704710178e-34,3.92037256054599e-33,"Hit"
"ENSG00000013016","EHD3",9.15762865993942e-36,1.17651196416632e-34,"Hit"
"ENSG00000013275","PSMC4",1.78185248623149e-09,7.04633234480895e-09,"Hit"
"ENSG00000013288","MAN2B2",1.5304144568364e-52,4.73804913447115e-51,"Hit"
"ENSG00000013364","MVP",1.19553036441424e-45,2.57440765273136e-44,"Hit"
"ENSG00000013374","NUB1",4.23941849651774e-07,1.49506823360818e-06,"Hit"
"ENSG00000013375","PGM3",1.67517442700483e-38,2.46538952472421e-37,"Hit"
"ENSG00000013503","POLR3B",2.5274240952852e-21,1.65634096574703e-20,"Hit"
"ENSG00000013561","RNF14",3.76922073811509e-51,1.08132315328406e-49,"Hit"
"ENSG00000013573","DDX11",4.23434670406612e-08,1.57032793540558e-07,"Hit"
"ENSG00000013810","TACC3",1.5084331690016e-15,7.70706468711402e-15,"Hit"
"ENSG00000014138","POLA2",3.94415749666905e-18,2.24894778015473e-17,"Hit"
"ENSG00000014164","ZC3H3",0.00315481625889234,0.0089760547329606,"Hit"
"ENSG00000014216","CAPN1",8.36789333697398e-46,1.81513666723887e-44,"Hit"
"ENSG00000014257","ACPP",8.14685866364413e-05,0.000256672857837877,"Hit"
"ENSG00000014824","SLC30A9",4.70174259952146e-45,9.82232071419274e-44,"Hit"
"ENSG00000014914","MTMR11",0.00661623906208077,0.0183992744553985,"Hit"
"ENSG00000015153","YAF2",0.00268538575071584,0.00767987403533037,"Hit"
"ENSG00000015171","ZMYND11",6.12230610976029e-65,3.99060315399425e-63,"Hit"
"ENSG00000015475","BID",6.22534011687469e-38,8.87703458810538e-37,"Hit"
"ENSG00000015532","XYLT2",4.99720170372359e-09,1.936406558485e-08,"Hit"
"ENSG00000015676","NUDCD3",2.09212526154634e-20,1.31531865734192e-19,"Hit"
"ENSG00000016391","CHDH",1.62354247579234e-06,5.56541487512524e-06,"Hit"
"ENSG00000016864","GLT8D1",1.57692702192857e-23,1.13804063015382e-22,"Hit"
"ENSG00000017260","ATP2C1",6.45012842628039e-35,7.93040755286642e-34,"Hit"
"ENSG00000017797","RALBP1",1.45256977424333e-29,1.37130424480749e-28,"Hit"
"ENSG00000018189","RUFY3",0.0137537891845629,0.0373843284519896,"Hit"
"ENSG00000018236","CNTN1",1.77919604212768e-52,5.48908811419299e-51,"Hit"
"ENSG00000018408","WWTR1",6.39172105029461e-54,2.14082405052311e-52,"Hit"
"ENSG00000018510","AGPS",1.77391744219942e-38,2.60782534316481e-37,"Hit"
"ENSG00000018610","CXorf56",6.68623787643381e-33,7.40890875357836e-32,"Hit"
"ENSG00000018699","TTC27",5.33553588226986e-35,6.57826802285974e-34,"Hit"
"ENSG00000018869","ZNF582",1.16621830382064e-23,8.46463143335321e-23,"Hit"
"ENSG00000019144","PHLDB1",6.44807032226643e-08,2.36883522793692e-07,"Hit"
"ENSG00000019549","SNAI2",9.91799056649321e-11,4.14585100794279e-10,"Hit"
"ENSG00000019582","CD74",0.0156864242738056,0.0424508768838491,"Hit"
"ENSG00000019991","HGF",3.99906386015272e-39,6.09112853934143e-38,"Hit"
"ENSG00000019995","ZRANB1",4.61612811546736e-37,6.28578141847102e-36,"Hit"
"ENSG00000020129","NCDN",8.18077588028961e-14,3.89961558989822e-13,"Hit"
"ENSG00000020181","ADGRA2",9.93712382366121e-41,1.6363335663557e-39,"Hit"
"ENSG00000020256","ZFP64",2.13195045985526e-15,1.08324590235749e-14,"Hit"
"ENSG00000020426","MNAT1",2.91266653618089e-11,1.24653128199541e-10,"Hit"
"ENSG00000020577","SAMD4A",8.89544909841487e-17,4.77235370835677e-16,"Hit"
"ENSG00000020633","RUNX3",5.72146626450793e-16,2.97646075583576e-15,"Hit"
"ENSG00000020922","MRE11",1.07604936772147e-17,6.01438774383876e-17,"Hit"
"ENSG00000021574","SPAST",6.54617754850215e-32,6.9330563809186e-31,"Hit"
"ENSG00000021645","NRXN3",3.75521799033575e-15,1.8885451443833e-14,"Hit"
"ENSG00000021762","OSBPL5",4.16592448944335e-19,2.47738362862828e-18,"Hit"
"ENSG00000021776","AQR",7.28360208642263e-26,5.86970042079768e-25,"Hit"
"ENSG00000021826","CPS1",1.1399164133512e-49,3.00445362702297e-48,"Hit"
"ENSG00000022277","RTF2",6.27315127809812e-67,4.55814713359949e-65,"Hit"
"ENSG00000022567","SLC45A4",1.0522849052668e-14,5.20060672192253e-14,"Hit"
"ENSG00000022840","RNF10",1.35065395362316e-34,1.62973190756145e-33,"Hit"
"ENSG00000022976","ZNF839",1.98589880139499e-15,1.010194964122e-14,"Hit"
"ENSG00000023171","GRAMD1B",4.31596399316339e-45,9.03058587208396e-44,"Hit"
"ENSG00000023191","RNH1",2.5636794760485e-40,4.14711021812857e-39,"Hit"
"ENSG00000023228","NDUFS1",3.76467092416939e-59,1.75337405529529e-57,"Hit"
"ENSG00000023287","RB1CC1",4.10507846430779e-72,4.29804947558273e-70,"Hit"
"ENSG00000023318","ERP44",0.00449539746097012,0.0126535351478662,"Hit"
"ENSG00000023330","ALAS1",3.64670418887677e-38,5.29080475717342e-37,"Hit"
"ENSG00000023445","BIRC3",6.32075404429068e-18,3.56811999689803e-17,"Hit"
"ENSG00000023516","AKAP11",8.06567304703103e-52,2.4046918050756e-50,"Hit"
"ENSG00000023572","GLRX2",5.35319932286085e-17,2.89650015853838e-16,"Hit"
"ENSG00000023697","DERA",3.16461078998288e-16,1.66126449563373e-15,"Hit"
"ENSG00000023734","STRAP",4.05332741789376e-28,3.62089987744261e-27,"Hit"
"ENSG00000023892","DEF6",3.33300244043663e-08,1.24247080040611e-07,"Hit"
"ENSG00000023902","PLEKHO1",1.15659050546551e-08,4.4091697107726e-08,"Hit"
"ENSG00000023909","GCLM",1.74466220604007e-43,3.34276273108283e-42,"Hit"
"ENSG00000024048","UBR2",3.26919310158196e-24,2.43805163610406e-23,"Hit"
"ENSG00000024526","DEPDC1",2.04743138999787e-40,3.33431661883671e-39,"Hit"
"ENSG00000024862","CCDC28A",7.4702004572867e-30,7.16675724967831e-29,"Hit"
"ENSG00000025039","RRAGD",3.54620938996314e-48,8.69197166052347e-47,"Hit"
"ENSG00000025156","HSF2",4.95097808773891e-13,2.28468352013411e-12,"Hit"
"ENSG00000025293","PHF20",5.13203109053221e-20,3.17841720590623e-19,"Hit"
"ENSG00000025770","NCAPH2",1.98041649774549e-20,1.24597105136133e-19,"Hit"
"ENSG00000025772","TOMM34",0.000180171819302404,0.000556244411716756,"Hit"
"ENSG00000025796","SEC63",3.52037911213399e-21,2.28958087816315e-20,"Hit"
"ENSG00000025800","KPNA6",5.12231512795715e-25,3.96111801433244e-24,"Hit"
"ENSG00000026025","VIM",1.26666448618999e-37,1.77386389393031e-36,"Hit"
"ENSG00000026103","FAS",1.50101962620042e-27,1.30323591051825e-26,"Hit"
"ENSG00000026508","CD44",3.66362484648574e-24,2.72076065812459e-23,"Hit"
"ENSG00000026652","AGPAT4",2.67421793138944e-10,1.09598014589876e-09,"Hit"
"ENSG00000026950","BTN3A1",1.00209344160564e-06,3.47091338708782e-06,"Hit"
"ENSG00000027001","MIPEP",2.12996800403718e-37,2.95947591950704e-36,"Hit"
"ENSG00000027075","PRKCH",4.47236733689156e-48,1.09217756618268e-46,"Hit"
"ENSG00000027697","IFNGR1",1.9393814606713e-39,3.00034383741086e-38,"Hit"
"ENSG00000028116","VRK2",8.23979617613026e-16,4.26404241113073e-15,"Hit"
"ENSG00000028137","TNFRSF1B",4.95195045274604e-09,1.9194311374483e-08,"Hit"
"ENSG00000028203","VEZT",7.26987171415092e-48,1.7496377227704e-46,"Hit"
"ENSG00000028310","BRD9",0.00455083442647716,0.012808222112153,"Hit"
"ENSG00000028528","SNX1",1.60293500170676e-37,2.23654005432264e-36,"Hit"
"ENSG00000029153","ARNTL2",6.11169588307508e-38,8.72902472150906e-37,"Hit"
"ENSG00000029363","BCLAF1",5.26109662012334e-41,8.79959770538114e-40,"Hit"
"ENSG00000029364","SLC39A9",2.1045207438899e-35,2.65123754917138e-34,"Hit"
"ENSG00000029534","ANK1",4.80966560651551e-16,2.50898876303793e-15,"Hit"
"ENSG00000029639","TFB1M",9.07480317347977e-22,6.04850415026368e-21,"Hit"
"ENSG00000029725","RABEP1",9.5485151834758e-72,9.69210735837235e-70,"Hit"
"ENSG00000029993","HMGB3",2.76587268094476e-10,1.13284488028716e-09,"Hit"
"ENSG00000030066","NUP160",1.48380948985971e-38,2.19835262246959e-37,"Hit"
"ENSG00000030582","GRN",8.65776336575041e-23,6.05747326884416e-22,"Hit"
"ENSG00000031003","FAM13B",2.27545673868382e-12,1.02098020092049e-11,"Hit"
"ENSG00000031081","ARHGAP31",9.02286217192785e-33,9.90317773835118e-32,"Hit"
"ENSG00000031691","CENPQ",0.000111254607940137,0.000347796525633008,"Hit"
"ENSG00000031698","SARS1",1.60293740432216e-46,3.59128199920333e-45,"Hit"
"ENSG00000031823","RANBP3",6.91122423657533e-24,5.07166383409173e-23,"Hit"
"ENSG00000032389","EIPR1",2.88190858416842e-22,1.96718369834124e-21,"Hit"
"ENSG00000032444","PNPLA6",2.94478305435574e-30,2.88341533680179e-29,"Hit"
"ENSG00000032742","IFT88",1.11941254981672e-17,6.25019049964853e-17,"Hit"
"ENSG00000033050","ABCF2",0.00420857146891598,0.0118725734214863,"Hit"
"ENSG00000033100","CHPF2",1.91445572640541e-51,5.5948390756072e-50,"Hit"
"ENSG00000033122","LRRC7",8.45261197723832e-32,8.90252526426439e-31,"Hit"
"ENSG00000033170","FUT8",4.73575211021716e-65,3.11739088166127e-63,"Hit"
"ENSG00000033178","UBA6",1.66382431384899e-45,3.55689258862541e-44,"Hit"
"ENSG00000033327","GAB2",1.22532392284344e-34,1.48186741264658e-33,"Hit"
"ENSG00000033800","PIAS1",3.66811305189994e-12,1.6307221414615e-11,"Hit"
"ENSG00000033867","SLC4A7",0.000334834359017377,0.00101592526454172,"Hit"
"ENSG00000034152","MAP2K3",0.000784158571079645,0.00232562875424245,"Hit"
"ENSG00000034533","ASTE1",2.82977078341799e-18,1.62889446351121e-17,"Hit"
"ENSG00000034677","RNF19A",3.89377637525801e-43,7.32327361553122e-42,"Hit"
"ENSG00000034693","PEX3",8.53000344415178e-15,4.23063990290512e-14,"Hit"
"ENSG00000035141","FAM136A",2.08043854256045e-17,1.14739076318649e-16,"Hit"
"ENSG00000035403","VCL",1.61256458040234e-26,1.34603083651035e-25,"Hit"
"ENSG00000035499","DEPDC1B",4.7581028554699e-25,3.68697515554681e-24,"Hit"
"ENSG00000035681","NSMAF",2.83922508558192e-45,5.9878153787443e-44,"Hit"
"ENSG00000035687","ADSS2",1.41871450337391e-36,1.89214109843159e-35,"Hit"
"ENSG00000035862","TIMP2",6.8138060298134e-38,9.70055447306518e-37,"Hit"
"ENSG00000035928","RFC1",8.57378679133732e-47,1.94881440964808e-45,"Hit"
"ENSG00000036054","TBC1D23",3.32587004024939e-48,8.15942692346793e-47,"Hit"
"ENSG00000036257","CUL3",7.50036440257332e-27,6.33221241022333e-26,"Hit"
"ENSG00000036549","AC118549.1",4.88233141012167e-62,2.7163330862087e-60,"Hit"
"ENSG00000037280","FLT4",0.00815106340823364,0.0225261748185145,"Hit"
"ENSG00000037474","NSUN2",3.47736775000075e-14,1.68262587233479e-13,"Hit"
"ENSG00000037637","FBXO42",2.23490642112659e-33,2.54649106098717e-32,"Hit"
"ENSG00000037749","MFAP3",1.50404426040127e-19,9.13208973997976e-19,"Hit"
"ENSG00000038002","AGA",2.63147185498291e-18,1.51606071298561e-17,"Hit"
"ENSG00000038210","PI4K2B",2.6523302078938e-39,4.07487403516624e-38,"Hit"
"ENSG00000038219","BOD1L1",6.08265764208878e-12,2.68217869895057e-11,"Hit"
"ENSG00000038274","MAT2B",7.14301521175611e-19,4.20361466124014e-18,"Hit"
"ENSG00000038358","EDC4",6.12091554481251e-32,6.48782893578095e-31,"Hit"
"ENSG00000038382","TRIO",5.98372606841128e-52,1.79403845618184e-50,"Hit"
"ENSG00000038427","VCAN",9.57843438202041e-44,1.86069308952119e-42,"Hit"
"ENSG00000038532","CLEC16A",7.78497000829301e-36,1.00258349830772e-34,"Hit"
"ENSG00000039123","MTREX",3.16891531633991e-36,4.15143516860806e-35,"Hit"
"ENSG00000039319","ZFYVE16",6.32301259957171e-31,6.38398622145065e-30,"Hit"
"ENSG00000039523","RIPOR1",0.00193516959253674,0.00559025637018489,"Hit"
"ENSG00000039560","RAI14",8.73595809342776e-73,9.40583277476186e-71,"Hit"
"ENSG00000040199","PHLPP2",2.58220985137023e-24,1.93385775238919e-23,"Hit"
